",""num_police"",""cout_sin"""
1037,62157,2266
1038,24472,2317
1039,34685,2099
1040,49347,1830
1041,42520,2253
1042,81234,4831
1043,4467,1843
1044,39039,2296
1045,8,1225
1046,7746,2508
1047,47776,1978
1048,48714,1734
1049,89500,2117
1050,85334,2348
1051,34928,3825
1052,33315,3696
1053,19932,1453
1054,88596,2307
1055,18760,4042
1056,55,2144
1057,37268,1435
1058,46958,3958
1059,77365,1847
1060,32486,4386
1061,17665,2616
1062,41091,2940
1063,88584,1387
1064,95104,2498
1065,19978,1749
1066,79694,2050
1067,52886,4047
1068,24391,2802
1069,87505,1464
1070,66688,1420
1071,87657,1745
1072,97433,1469
1073,94952,2732
1074,74252,1642
1075,76028,2963
1076,70675,1964
1077,18038,2360
1078,14164,3231
1079,8211,1493
1080,3519,1626
1081,32855,1607
1082,90316,2352
1083,75905,1316
1084,11719,3307
1085,14395,1577
1086,59442,1391
1087,46899,1257
1088,35210,2488
1089,58548,2744
1090,60807,1237
1091,92442,2469
1092,50099,1798
1093,49142,2759
1094,41285,2562
1095,44669,2216
1096,69435,1918
1097,92604,2517
1098,92090,1286
1099,13516,1370
1100,29236,1871
1101,5015,1321
1102,58672,3045
1103,4646,2666
1104,76010,1539
1105,31199,3638
1106,60492,2125
1107,25214,1935
1108,34801,1553
1109,53795,3117
1110,63547,2415
1111,95963,1353
1112,54807,2868
1113,5213,3194
1114,76146,3060
1115,20117,2501
1116,7506,1376
1117,91664,2369
1118,68838,1379
1119,29844,1742
1120,89426,2904
1121,80312,2038
1122,98940,2908
1123,87910,2248
1124,23330,3223
1125,48761,1398
1126,96799,3794
1127,5093,2526
1128,95050,1700
1129,43797,1658
1130,938,1357
1131,8661,1698
1132,9007,1339
1133,86009,2288
1134,3366,4278
1135,49400,2613
1136,23990,1297
1137,17306,3380
1138,89318,2194
1139,10802,2432
1140,18128,1263
1141,76683,1314
1142,79863,1979
1143,99923,2930
1144,797,2559
1145,63433,1939
1146,1137,2111
1147,19965,2309
1148,29649,1629
1149,52089,1634
1150,24132,1442
1151,96348,1554
1152,85744,2331
1153,59245,3663
1154,11471,3112
1155,93577,1248
1156,10999,2570
1157,51258,1485
1158,91054,1477
1159,98650,1486
1160,1530,2551
1161,66109,3701
1162,55849,3427
1163,2019,4719
1164,57771,1676
1165,78454,1301
1166,67371,1487
1167,54136,2271
1168,51992,2843
1169,92028,1260
1170,74095,3230
1171,62281,1305
1172,13639,1881
1173,58253,1607
1174,32818,2437
1175,81463,2900
1176,75558,2798
1177,55444,1446
1178,39026,1247
1179,78868,3357
1180,14996,1560
1181,20763,1550
1182,92369,1898
1183,56818,2165
1184,39427,1386
1185,94414,3804
1186,94066,2648
1187,14506,1451
1188,26722,2634
1189,68313,1336
1190,55134,1765
1191,30830,1768
1192,19655,4203
1193,46821,1636
1194,5248,3591
1195,94899,2176
1196,84150,1746
1197,4664,1732
1198,67642,1661
1199,98149,1232
1200,61016,1767
1201,1101,2452
1202,19419,2063
1203,80829,2857
1204,99366,2077
1205,36412,1650
1206,14620,1818
1207,45768,1261
1208,72153,2678
1209,92491,2307
1210,73844,1265
1211,62474,1890
1212,73222,2376
1213,80326,4091
1214,27766,3458
1215,86489,1367
1216,32478,2057
1217,68992,2150
1218,44009,2123
1219,38842,2920
1220,2713,2411
1221,11412,2414
1222,99659,1581
1223,57595,2804
1224,73002,3004
1225,18567,3415
1226,94300,1862
1227,88498,1703
1228,2078,4690
1229,67194,2505
1230,3706,1480
1231,47772,1410
1232,50047,2667
1233,93003,2294
1234,22736,1416
1235,67224,2084
1236,14396,1773
1237,84225,3345
1238,72983,4109
1239,57899,4896
1240,90518,1717
1241,27593,1604
1242,92965,1358
1243,16175,1972
1244,62868,3104
1245,26696,1484
1246,43772,1367
1247,84691,3429
1248,28984,1299
1249,88266,1811
1250,1102,1249
1251,95134,1262
1252,32521,2571
1253,99523,1532
1254,1114,3752
1255,35268,2113
1256,94624,1934
1257,71936,1217
1258,35122,3553
1259,14210,1402
1260,53909,1273
1261,318,3919
1262,20660,2431
1263,9529,3138
1264,10255,1429
1265,41826,2617
1266,79045,3033
1267,57608,2288
1268,93641,1893
1269,11558,1211
1270,73033,2792
1271,29128,2071
1272,59661,1337
1273,16997,1600
1274,33368,2778
1275,4666,3113
1276,30981,1421
1277,47534,2859
1278,76650,1465
1279,79365,3045
1280,75896,1812
1281,94350,1264
1282,57670,3616
1283,12828,1749
1284,48405,1615
1285,22107,1494
1286,85348,3141
1287,28377,1946
1288,70924,1306
1289,81444,1229
1290,4808,1200
1291,68226,3604
1292,99095,1411
1293,85372,2737
1294,34337,1410
1295,10032,2763
1296,23187,2683
1297,10382,1500
1298,37361,1340
1299,99345,1718
1300,45357,3028
1301,39865,2392
1302,82235,2278
1303,32153,1248
1304,15077,4062
1305,86508,2482
1306,33173,1972
1307,15754,1284
1308,82217,2645
1309,64251,1772
1310,37619,3692
1311,18131,2714
1312,51388,2022
1313,90413,2045
1314,27632,4653
1315,74453,2482
1316,61636,1207
1317,78503,1670
1318,84217,1792
1319,83374,1513
1320,33968,2130
1321,40177,3140
1322,254,4077
1323,85215,2063
1324,16256,2024
1325,77068,2280
1326,18146,2500
1327,19054,1290
1328,71221,3648
1329,12120,1794
1330,84803,1227
1331,22992,1684
1332,57551,1597
1333,97710,2032
1334,19610,2056
1335,28784,1490
1336,51928,1768
1337,32086,2119
1338,5912,2966
1339,65640,1831
1340,56154,2231
1341,19656,2529
1342,22648,2443
1343,57032,1378
1344,9133,2109
1345,4170,2639
1346,86380,1500
1347,44519,1488
1348,2996,2671
1349,3623,1222
1350,94870,1246
1351,54242,2275
1352,1963,1286
1353,22478,2446
1354,51572,1959
1355,79236,5013
1356,55895,1292
1357,7055,5067
1358,44448,1885
1359,82384,1696
1360,78720,2941
1361,31036,1690
1362,62003,2044
1363,14883,3277
1364,21789,1666
1365,635,1313
1366,27233,5002
1367,97304,1585
1368,59007,2684
1369,69904,5069
1370,50777,1554
1371,66783,2024
1372,38405,3449
1373,45913,2325
1374,70061,1653
1375,3461,2547
1376,79531,2077
1377,86081,1469
1378,33031,1708
1379,76760,2644
1380,14949,1979
1381,58941,1205
1382,34411,1994
1383,17611,1672
1384,60462,1600
1385,48903,3348
1386,56770,2245
1387,84622,1235
1388,55153,1328
1389,55367,1790
1390,6125,2622
1391,26429,1555
1392,98242,1745
1393,61716,2014
1394,92733,1240
1395,61315,6755
1396,18139,1997
1397,81830,3121
1398,11432,1232
1399,96379,2217
1400,73151,3024
1401,51836,2827
1402,6638,1626
1403,55756,2074
1404,88744,1760
1405,2519,3268
1406,30942,2358
1407,99737,1759
1408,12739,2022
1409,54158,2840
1410,23229,12536
1411,76438,1451
1412,52025,2097
1413,36053,2064
1414,57307,1488
1415,31458,2994
1416,95836,1701
1417,42185,1912
1418,4319,1385
1419,61854,2041
1420,53762,1412
1421,1480,1676
1422,13593,3243
1423,56943,3036
1424,31241,3088
1425,21572,2597
1426,98252,4585
1427,72674,1841
1428,40696,1747
1429,83245,2120
1430,19987,3287
1431,77109,1701
1432,65572,1933
1433,54926,1595
1434,38335,2052
1435,31939,1563
1436,31667,1411
1437,77285,1538
1438,38355,2499
1439,1437,1325
1440,57026,1755
1441,10333,2050
1442,13182,2037
1443,92731,2194
1444,93817,2382
1445,51530,2391
1446,58034,4039
1447,17585,1440
1448,88506,2485
1449,38704,1901
1450,17658,2307
1451,7720,3082
1452,1295,1617
1453,35148,1267
1454,94241,1688
1455,83458,1494
1456,96849,2920
1457,62981,1531
1458,38097,1551
1459,86335,1701
1460,79369,2316
1461,1974,1916
1462,81821,2214
1463,58201,1815
1464,61030,1829
1465,9355,2093
1466,99217,3786
1467,94382,3303
1468,24467,1951
1469,92758,2244
1470,3739,1945
1471,44526,1979
1472,39524,1222
1473,551,1568
1474,4451,1745
1475,4052,3087
1476,58157,2185
1477,43948,2089
1478,89864,1918
1479,82342,3316
1480,77911,1590
1481,14196,1605
1482,13754,2008
1483,50823,1271
1484,10906,1555
1485,92767,2332
1486,67680,3206
1487,39009,2811
1488,13930,2105
1489,61468,5098
1490,12722,1648
1491,37668,2176
1492,11041,1373
1493,1830,2846
1494,65324,2150
1495,64671,2161
1496,31661,1223
1497,21707,10642
1498,47848,1309
1499,9411,1516
1500,56668,1857
1501,26352,2912
1502,97432,1278
1503,90754,1923
1504,40016,1808
1505,86807,2731
1506,94338,2452
1507,72927,3154
1508,82518,2683
1509,9189,1233
1510,78723,2397
1511,49065,1321
1512,27547,1954
1513,77050,2252
1514,45609,3540
1515,1783,1204
1516,37473,2260
1517,67495,2543
1518,77005,2479
1519,79098,1609
1520,57734,1359
1521,79691,3845
1522,67323,1392
1523,40595,1230
1524,94516,2106
1525,48154,1531
1526,45839,1870
1527,19061,2002
1528,45149,3559
1529,23776,1357
1530,45515,3561
1531,94586,2999
1532,62054,1886
1533,86205,1823
1534,8099,1660
1535,68591,1939
1536,10765,2329
1537,83156,1328
1538,13958,1669
1539,11515,2506
1540,86882,4295
1541,92685,2212
1542,16474,2580
1543,16423,2199
1544,52652,2127
1545,53014,1804
1546,52490,1479
1547,39679,1573
1548,31190,1705
1549,47660,1276
1550,19738,2038
1551,33226,1644
1552,54472,2090
1553,5934,1585
1554,83474,2580
1555,98790,1237
1556,3910,2172
1557,5032,1701
1558,20691,2333
1559,31867,2325
1560,30747,1523
1561,79031,1247
1562,77885,2513
1563,68078,1397
1564,45833,4473
1565,44147,2858
1566,3643,3149
1567,38675,2130
1568,52927,1442
1569,88233,1280
1570,13126,7082
1571,23926,1588
1572,4211,1480
1573,32396,3447
1574,53445,1801
1575,47933,1996
1576,35163,1674
1577,8651,5076
1578,7465,2324
1579,56828,2350
1580,12031,2805
1581,41689,1479
1582,88639,2936
1583,33132,2357
1584,80510,1466
1585,89240,1901
1586,23847,1589
1587,40133,2100
1588,16204,3009
1589,57178,1629
1590,92160,1248
1591,90427,1675
1592,24997,1351
1593,95344,2601
1594,26999,1856
1595,8388,3139
1596,69888,3301
1597,5286,3851
1598,67617,1437
1599,13310,1482
1600,62999,2992
1601,99043,1503
1602,69739,2090
1603,74300,1954
1604,91809,1222
1605,31484,2022
1606,93043,2470
1607,73874,1616
1608,69519,2572
1609,37550,1227
1610,93452,1920
1611,54221,1870
1612,22987,1259
1613,32452,2120
1614,11459,4167
1615,60654,1317
1616,40617,1740
1617,52645,3502
1618,24193,3825
1619,7648,1646
1620,84790,2227
1621,40442,1294
1622,84140,1457
1623,62346,1478
1624,24619,2239
1625,5471,1566
1626,97054,2161
1627,77512,3361
1628,13042,2297
1629,49873,3319
1630,96763,1997
1631,59505,1278
1632,57229,1515
1633,85443,2793
1634,79400,1557
1635,75898,1713
1636,83803,1569
1637,62662,1371
1638,82235,1952
1639,68927,1473
1640,51766,1729
1641,2392,1609
1642,29272,1237
1643,14097,2208
1644,14779,1864
1645,32805,2760
1646,46231,1729
1647,89779,1558
1648,74196,1722
1649,63863,1405
1650,81193,1712
1651,43374,2506
1652,10085,2047
1653,86421,3208
1654,72553,1435
1655,28564,1574
1656,98154,1817
1657,36127,1602
1658,85455,2523
1659,26572,1738
1660,22770,1299
1661,47133,2865
1662,37400,1496
1663,92337,2201
1664,6620,1605
1665,22178,3097
