",""num_police"",""cout_sin"""
699,55308,2498
700,21056,2268
701,43595,3143
702,30627,2913
703,33551,2384
704,25230,1934
705,78805,1202
706,72191,2060
707,3883,2713
708,26512,1928
709,36471,1930
710,28854,1315
711,51422,1255
712,722,1937
713,45099,1241
714,81046,1409
715,26510,2291
716,9073,1210
717,35373,1429
718,97249,3070
719,98029,1476
720,7876,1881
721,43931,1948
722,6749,3797
723,70890,2589
724,73464,4156
725,60834,4003
726,10764,4063
727,35436,1601
728,93298,2936
729,29921,1995
730,12511,2355
731,25350,1247
732,5290,2936
733,49472,1419
734,60939,1336
735,97553,4401
736,53554,1324
737,97791,3022
738,84220,1757
739,1836,2512
740,90982,1462
741,43726,1920
742,9166,2101
743,79123,3099
744,16029,2110
745,90416,1643
746,52251,1879
747,8591,1588
748,85713,1328
749,9123,1595
750,83453,1349
751,27692,1709
752,23429,2409
753,88712,1665
754,76545,2843
755,98350,2381
756,86188,1726
757,7942,1538
758,38620,5376
759,70098,1562
760,92361,2510
761,15210,1743
762,68699,1204
763,85424,1883
764,76592,2594
765,98558,1421
766,64261,1623
767,84788,3184
768,64231,2841
769,51714,1481
770,25400,4977
771,45263,2619
772,76383,1470
773,90599,2712
774,70134,2431
775,8540,2563
776,63202,2728
777,75143,3232
778,37872,1747
779,92548,1772
780,97799,1455
781,92502,4218
782,15272,1335
783,64990,3837
784,58040,1203
785,16636,1335
786,79378,1637
787,27166,2861
788,83080,3106
789,11835,1412
790,15563,2538
791,80395,2571
792,88611,2129
793,91230,2675
794,38007,1439
795,69632,2300
796,65999,3390
797,93808,1722
798,73294,3381
799,85286,2508
800,90850,1601
801,17062,2970
802,10519,1450
803,8034,1493
804,72962,2071
805,21489,1374
806,99485,2705
807,6604,1274
808,10477,1868
809,70617,1654
810,79017,3118
811,14681,2469
812,38263,1597
813,25675,1933
814,85760,1638
815,6649,2065
816,47603,2573
817,96492,1682
818,30505,2179
819,62540,1663
820,53130,1363
821,99475,2077
822,19225,2172
823,4151,1589
824,73856,1404
825,7515,3525
826,3747,1575
827,18629,2230
828,36247,1492
829,10494,2039
830,29829,2487
831,12549,1318
832,42169,2661
833,38715,1418
834,47745,1678
835,49779,1846
836,63753,3017
837,1151,1392
838,36790,2212
839,62326,1751
840,42103,1710
841,82599,3153
842,75551,1746
843,55221,1202
844,63469,2293
845,36626,2409
846,70159,1838
847,5522,1203
848,88385,1882
849,59169,3047
850,66450,3601
851,15624,1582
852,58497,1381
853,27578,1212
854,58857,1511
855,21900,1972
856,12801,1766
857,80997,4011
858,42110,1908
859,66275,2931
860,54824,2173
861,75876,1370
862,93509,1989
863,80613,1450
864,93041,1767
865,54193,2703
866,31118,1212
867,56300,2322
868,53473,1964
869,15979,1422
870,66120,1261
871,36370,2224
872,48218,2194
873,15821,1698
874,95729,1507
875,14009,1205
876,54385,1912
877,75834,1885
878,75920,1844
879,22345,1475
880,20380,2284
881,64535,1397
882,53097,1967
883,15262,1757
884,33796,1550
885,1757,2391
886,83726,3680
887,67229,2925
888,39251,1660
889,95959,1762
890,32607,1297
891,1209,3373
892,3829,2034
893,84386,2895
894,99544,1488
895,35041,1228
896,83261,1493
897,57495,1657
898,36082,2099
899,39384,1234
900,79182,1284
901,984,3255
902,96375,2214
903,76393,1316
904,61364,1296
905,83706,2747
906,72719,1728
907,43578,2292
908,62497,1587
909,98098,1383
910,63110,2324
911,29672,3249
912,93303,4597
913,20366,1503
914,41452,1218
915,93941,1411
916,17994,1402
917,20193,2358
918,22215,1431
919,2287,3419
920,65851,1245
921,84970,2354
922,54864,1753
923,73164,3363
924,40413,1620
925,90056,1308
926,67785,1417
927,7531,2215
928,64457,2966
929,37238,3344
930,27242,1212
931,22350,3044
932,4532,2414
933,29190,2193
934,76198,1228
935,95979,2484
936,12824,1647
937,39847,1735
938,76615,4749
939,16073,3368
940,69567,2451
941,72735,1216
942,65786,2189
943,83842,2020
944,274,2336
945,39288,2688
946,23051,1217
947,22217,4440
948,58145,2054
949,39315,2689
950,53717,4054
951,99249,1380
952,62455,4484
953,59836,2176
954,71672,2774
955,7942,5885
956,26559,1788
957,36254,1407
958,24377,1367
959,14930,4214
960,22186,2323
961,60579,1858
962,47293,1867
963,60002,1751
964,81232,1951
965,59453,2305
966,37507,1665
967,61156,3544
968,39300,1338
969,59372,1620
970,41008,2090
971,92329,2748
972,96602,1591
973,50781,1536
974,20854,1263
975,37340,2193
976,16945,1403
977,24387,1759
978,86904,2484
979,85861,1500
980,45588,3058
981,80674,1908
982,46402,1399
983,98557,1378
984,62136,2189
985,35773,4279
986,38492,1666
987,42860,1819
988,84522,1534
989,17235,2322
990,32601,2527
991,83076,3057
992,43894,1259
993,42312,2122
994,88328,2344
995,14853,1818
996,41792,1202
997,22314,2940
998,77814,2497
999,35619,1738
1000,7318,2603
1001,22648,1711
1002,69362,2072
1003,3357,3000
1004,55771,4591
1005,38642,2679
1006,97446,2030
1007,97038,2333
1008,48687,1720
1009,48512,2549
1010,42744,1201
1011,97482,1804
1012,68070,1216
1013,24787,9635
1014,93377,1605
1015,80678,3766
1016,36397,3996
1017,85731,2065
1018,61635,3088
1019,56786,3065
1020,11818,1594
1021,89507,2001
1022,6479,1824
1023,76604,1340
1024,48835,3335
1025,54013,1642
1026,2467,1571
1027,79432,1244
1028,44855,1438
1029,47675,2530
1030,16708,1585
1031,7718,2789
1032,14502,1334
1033,84989,2259
1034,35639,1977
1035,86043,1790
1036,32864,1897
1037,67134,1639
1038,96711,1742
1039,41146,2741
1040,53672,2265
1041,49902,4471
1042,96299,1448
1043,663,1863
1044,90110,3064
1045,19194,3719
1046,5832,2322
1047,79361,1374
1048,73685,2166
1049,83901,3954
1050,51662,1839
1051,31816,1754
1052,10207,1584
1053,92696,2211
1054,50106,3887
1055,94420,2172
1056,72936,1584
1057,51810,1445
1058,58355,2918
1059,53299,3051
1060,11586,3109
1061,83217,2838
1062,18881,2252
1063,15834,1791
1064,36027,1575
1065,65328,1207
1066,86602,2375
1067,5057,4462
1068,93227,1323
1069,71968,2503
1070,38765,2189
1071,95798,2776
1072,61797,3075
1073,64168,3430
1074,98819,2744
1075,71921,2045
1076,39028,1831
1077,39154,1596
1078,50987,2175
1079,89344,1824
1080,30716,1385
1081,20577,1438
1082,99906,1827
1083,11772,1301
1084,2925,3171
1085,95437,2627
1086,58981,1906
1087,6441,3645
1088,66260,1751
1089,19336,1329
1090,71536,2003
1091,82816,2176
1092,37770,1301
1093,90884,2036
1094,76393,2730
1095,80729,1891
1096,51194,1524
1097,29261,1372
1098,98220,2117
1099,24294,1289
1100,21155,2440
1101,76367,1895
1102,50700,1327
1103,97371,4605
1104,59886,1483
1105,70740,1538
1106,10040,1756
1107,6387,2133
1108,96964,5323
1109,65049,2031
1110,42636,2352
1111,90032,3115
1112,23837,2709
1113,12126,2083
1114,95006,1964
1115,67172,1741
1116,85909,2468
1117,98070,1931
1118,47464,2398
1119,16575,2827
1120,73986,3735
1121,62601,1754
1122,79168,1823
1123,4822,2401
1124,97283,2242
1125,18237,1993
1126,13864,1258
1127,81613,3361
1128,56679,1251
1129,71064,3621
1130,70182,2717
1131,34103,3281
1132,46520,1402
1133,10434,2662
1134,48493,2302
1135,8842,3057
1136,6253,3132
1137,50840,1298
1138,80539,2234
1139,19426,2175
1140,50777,3694
1141,93994,2611
1142,19669,2606
1143,38247,1862
1144,81852,1312
1145,29627,2250
1146,94643,6071
1147,15523,2268
1148,27811,1247
1149,51966,3295
1150,68300,4214
1151,80800,1595
1152,16009,1480
1153,5491,2134
1154,52343,3740
1155,2067,2901
1156,84337,1685
1157,54274,1903
1158,77417,1861
1159,67803,1202
1160,24918,2077
1161,27196,2023
1162,45149,2117
1163,65885,2239
1164,79232,1800
1165,70838,1674
1166,54352,1277
1167,51925,3414
1168,56365,2331
1169,66573,3587
1170,30137,1286
1171,35837,3553
1172,5192,2063
1173,51875,1435
1174,59538,3139
1175,11428,2436
1176,54090,1491
1177,13586,1244
1178,55656,1681
1179,37171,1994
1180,88222,1612
1181,54546,4547
1182,38376,1674
1183,93021,1441
1184,55557,1280
1185,53002,1395
1186,30116,4201
1187,40080,3649
1188,2598,1432
1189,37985,17080
1190,18537,1545
1191,29834,1767
1192,21387,2690
1193,11866,2900
1194,1564,1738
1195,98705,2569
1196,93413,2889
1197,38103,1219
1198,77735,1744
1199,86864,1270
1200,31361,1572
1201,31225,3159
1202,31020,4698
1203,94588,2043
1204,45780,2008
1205,13193,1453
1206,67442,1594
1207,36482,2679
1208,353,5132
1209,6983,2459
1210,69126,1497
1211,85384,1427
1212,25976,1577
1213,23179,2082
1214,17371,2273
1215,6711,2123
1216,73974,1216
1217,99491,1754
1218,19563,1689
1219,36123,7431
1220,47219,2981
1221,21468,1455
1222,46188,1830
1223,45866,2147
1224,68063,1260
1225,47021,3781
1226,78502,2374
1227,65927,1604
1228,56817,1528
1229,98527,1599
1230,91465,2300
1231,91210,3267
1232,3394,2500
1233,58898,1821
1234,29637,2425
1235,1919,2815
1236,11868,1405
1237,76316,4403
1238,93392,2488
1239,23107,1883
1240,87274,1586
1241,81755,1232
1242,63300,1381
1243,27546,2134
1244,69153,2742
1245,75520,2831
1246,80348,2044
1247,96434,2241
1248,65191,3393
1249,16456,2396
1250,93698,1677
1251,19413,1209
1252,41222,1271
1253,45599,1393
1254,26642,1646
1255,81727,2573
1256,24723,3519
1257,59768,1381
1258,94215,1808
1259,69486,2657
1260,8397,2013
1261,76966,2105
1262,90825,1363
1263,30607,1628
1264,16148,1422
1265,11146,2612
1266,12315,1342
1267,76282,1234
1268,22221,2089
1269,93228,1252
1270,57298,1937
1271,86914,2565
1272,75735,1686
1273,6204,3400
1274,28462,3945
1275,43899,2215
1276,57761,1877
1277,90060,1495
1278,28640,2302
1279,30830,2840
1280,73982,1830
1281,40103,1262
1282,27766,3229
1283,14907,2578
1284,3716,1903
1285,49708,1657
1286,54078,1275
1287,80734,3611
1288,49907,1450
1289,97798,1481
1290,11470,1226
1291,77141,1902
1292,82705,1402
1293,57333,2613
1294,50562,1311
1295,65695,2814
1296,20736,1318
1297,49960,1271
1298,21703,1726
1299,98392,5040
1300,5366,1803
1301,5071,1789
1302,98091,1699
1303,40638,1559
1304,85240,2612
1305,63555,1813
1306,30667,2392
1307,30156,3661
1308,87071,2233
1309,16090,2245
1310,51643,1974
1311,82619,2314
1312,75728,1945
1313,9194,1718
1314,43180,2996
1315,20661,2398
1316,48012,1290
1317,62045,1595
1318,771,1879
1319,1136,2170
1320,13670,1466
1321,93553,1295
1322,46405,1769
1323,12962,1938
1324,67228,8353
1325,46014,1873
1326,55306,2502
1327,2742,1913
1328,82296,1316
1329,47733,3267
1330,95996,1244
1331,41420,1325
1332,5788,1344
1333,43482,2982
1334,94935,3868
1335,82809,1686
1336,71866,6600
1337,99027,3972
1338,79709,1955
1339,94175,1421
1340,27877,1240
1341,46172,3244
1342,57282,2692
1343,51741,1907
1344,4949,1455
1345,51002,3447
1346,54825,3438
1347,16380,2462
1348,71832,3191
1349,65813,1680
1350,27603,2573
1351,95328,3247
1352,58100,2686
1353,34003,3187
1354,90988,2260
1355,304,1246
1356,88026,1812
1357,13209,1250
1358,8201,1358
1359,93755,1405
1360,9384,2386
1361,92002,2731
1362,73719,1612
1363,1409,1485
1364,96132,1951
1365,67685,2440
1366,30917,1275
1367,84782,2512
1368,91353,2015
1369,69713,3061
1370,17636,2523
1371,81575,1294
1372,63428,2696
1373,53487,2183
1374,42803,1493
1375,38497,1232
1376,67534,5026
1377,81419,1839
1378,8032,1348
1379,46093,2447
1380,72436,1375
1381,60041,1401
1382,71908,2128
1383,75591,1326
1384,42569,2700
1385,99180,1212
1386,86155,1302
1387,98575,1491
1388,14686,1418
1389,11007,3102
1390,34140,2542
1391,24240,2915
1392,48719,2430
1393,93455,1349
1394,84156,2389
1395,43605,1788
1396,45154,2565
1397,99312,2385
1398,11108,1818
1399,94917,1718
1400,98661,3201
1401,32123,3032
1402,33844,1275
1403,44314,3340
1404,63691,3118
1405,51679,2340
1406,92373,1846
1407,90255,2189
1408,90515,2953
1409,41174,1294
1410,97308,1296
1411,93400,1267
1412,75799,2105
1413,71855,1529
1414,13370,2987
1415,65488,1961
1416,33117,1422
1417,77557,1910
1418,26452,2585
1419,99307,3300
1420,13634,1886
1421,83504,2215
1422,3336,2259
1423,88323,1513
1424,34375,1394
1425,21422,2000
1426,34637,1579
1427,99743,2361
1428,69472,1856
1429,70485,1232
1430,2711,1268
1431,8547,3129
1432,21682,1802
1433,21407,2956
1434,81203,1752
1435,51833,1474
1436,24095,3162
1437,265,2095
1438,29410,2232
1439,47496,1610
1440,20663,1919
1441,46299,1395
1442,42588,2719
1443,66176,1337
1444,16231,1598
1445,44995,1781
1446,15665,1465
1447,8151,3463
1448,58949,2171
1449,73850,3914
1450,59126,2676
1451,59625,2191
1452,92108,2796
1453,4304,1470
1454,86537,1911
1455,13650,2527
1456,81132,2217
1457,15081,2292
1458,89943,1826
1459,82893,1613
1460,12817,1932
1461,70559,1900
1462,8507,2596
1463,8623,2261
1464,7440,4275
1465,99170,1847
1466,32411,1942
1467,54120,2018
1468,80998,1688
1469,63761,2458
1470,66669,2475
1471,36649,1574
1472,2184,2079
1473,30511,2184
1474,33110,3477
1475,61532,5863
1476,86892,1762
1477,91826,1680
1478,59926,1215
1479,94332,2461
1480,17411,1295
1481,5427,2210
1482,29866,2594
1483,87805,1426
1484,49707,3404
1485,95905,2083
1486,10997,3405
1487,52011,1708
1488,24462,4376
1489,92871,2554
1490,81294,1347
1491,81356,2615
1492,96365,2733
1493,84200,3043
1494,64478,1431
1495,57851,2769
1496,45105,1349
1497,51250,2641
1498,10830,2925
1499,3537,4259
1500,99446,5391
1501,2234,2260
1502,78680,1419
1503,90651,1551
1504,11498,3251
1505,71941,1574
1506,62769,2107
1507,36726,3414
1508,80557,1479
1509,46257,1880
1510,50905,1449
1511,48789,1454
1512,97347,2900
1513,51556,2111
1514,9566,1672
1515,75963,1778
1516,48874,1625
1517,90159,2534
1518,55384,1841
1519,45669,1462
1520,58001,1211
1521,80973,3034
1522,84903,1928
1523,31045,2700
1524,57745,2381
1525,23343,1693
1526,36067,2837
1527,12901,1760
1528,36543,2827
1529,87489,2620
1530,32397,2026
1531,28473,1281
1532,85163,1801
1533,12060,2437
1534,47916,2236
1535,54402,2864
1536,23091,1374
1537,82785,3278
1538,66743,1930
1539,57268,4153
1540,30329,2554
1541,36562,2568
1542,55831,1531
1543,67706,3353
1544,95652,1511
1545,92356,2952
1546,63877,1543
1547,72451,2594
1548,54532,1696
1549,71426,2128
1550,41325,1473
1551,20082,1204
1552,86019,2627
1553,38657,1356
1554,39908,1564
1555,6642,1451
1556,38638,1543
1557,6818,5994
1558,15272,1310
1559,38717,1642
1560,23046,2342
1561,27718,1250
1562,84843,2551
1563,54732,2088
1564,82902,4254
1565,85253,2120
1566,35579,1231
1567,75144,2318
1568,50221,1890
1569,78755,1943
1570,75514,2502
1571,21177,2155
1572,59583,2299
1573,5224,2058
1574,85490,1424
1575,99756,1232
1576,26301,1438
1577,52001,3627
1578,63470,1556
1579,60284,2030
1580,29797,1441
1581,71736,1334
1582,8104,1649
1583,4708,2108
1584,4205,2425
1585,15617,1947
1586,96752,1569
1587,25417,1428
1588,71310,4052
1589,28877,1569
1590,53701,1741
1591,64146,1224
1592,23782,1606
1593,45073,3959
1594,97174,3088
1595,12366,2781
1596,88754,1604
1597,83514,1423
1598,65159,2273
1599,3175,1796
1600,11389,1440
1601,17275,2172
1602,36063,1821
1603,87957,3289
1604,83075,1879
1605,32734,2399
1606,51772,1844
1607,60328,2057
1608,84702,2567
1609,67203,2712
1610,27940,1709
1611,2373,3290
1612,48973,1453
1613,77601,2118
1614,26520,1493
1615,71055,3500
1616,2291,1780
1617,27124,2184
1618,49126,1328
1619,89981,2633
1620,42354,2929
1621,22799,2038
1622,28603,2334
1623,35353,4825
1624,26051,1735
1625,72289,2126
1626,34089,1789
1627,22542,1483
1628,16608,2538
1629,3801,1415
1630,14739,1657
1631,92128,1283
1632,27934,4191
1633,69067,1719
1634,94336,2486
1635,65228,2193
1636,38953,1509
1637,75719,1860
1638,44962,3385
1639,13602,2256
1640,8596,2575
1641,98221,2084
1642,54202,1452
1643,50087,1370
1644,74239,1881
1645,11582,2297
1646,34102,1658
1647,10934,1841
1648,59277,4067
1649,20567,2432
1650,67123,2382
1651,31726,2451
1652,28308,1245
1653,69961,2445
1654,58087,2874
1655,6467,1714
1656,10260,1311
1657,94533,2190
1658,17205,3512
1659,77469,2447
1660,37755,2285
1661,62670,2606
1662,24031,2286
1663,25286,3592
1664,75900,1989
