",""num_police"",""cout_sin"""
642,93923,1366
643,6572,4900
644,88909,1977
645,47783,2434
646,74456,1688
647,54679,1588
648,75247,1943
649,13358,5947
650,19931,2227
651,93666,1493
652,47843,1661
653,26325,1234
654,91751,3422
655,18618,2335
656,40815,1470
657,91786,1858
658,11109,1246
659,96637,2206
660,26668,2473
661,15302,1392
662,7621,1482
663,88775,2435
664,24728,3306
665,81025,1397
666,61854,1768
667,91416,1425
668,74716,1439
669,91690,1865
670,15215,2047
671,65603,2815
672,56353,5697
673,72612,1438
674,4520,1867
675,68118,2067
676,97468,1608
677,99696,1559
678,26906,5686
679,22829,1331
680,15899,1494
681,98561,2966
682,56845,1495
683,80626,3992
684,42885,2166
685,72615,2006
686,39250,2098
687,63902,2073
688,59249,1897
689,79331,2992
690,71054,1716
691,42961,2033
692,86095,2244
693,33238,3842
694,47653,1211
695,77507,2533
696,75054,1964
697,56988,1440
698,23118,2278
699,73942,2485
700,70805,1383
701,49110,2776
702,79505,3204
703,26604,1252
704,19647,4022
705,49288,1872
706,53052,1333
707,94502,1630
708,10455,2286
709,89352,1747
710,42917,1271
711,73844,1559
712,97006,2947
713,51018,1218
714,20367,1304
715,67999,1868
716,8476,2525
717,26383,1262
718,54150,1748
719,24795,1365
720,29621,2113
721,94222,1344
722,87494,1952
723,92512,2355
724,17082,1624
725,62477,1639
726,64088,1510
727,67939,2721
728,27293,2981
729,58366,1451
730,14614,2336
731,28357,1818
732,75789,1804
733,57390,1739
734,75947,2078
735,67685,3421
736,7076,1964
737,88931,2906
738,44348,4020
739,53763,1443
740,49903,2026
741,5870,1327
742,21242,1638
743,6078,3129
744,32150,1622
745,60276,1455
746,87142,4209
747,49107,1294
748,6133,2565
749,95427,1971
750,60545,1207
751,64075,1291
752,70154,2439
753,67401,3746
754,78551,1998
755,14557,5055
756,1115,1362
757,85350,2379
758,8482,1783
759,60963,1328
760,77068,3108
761,58458,2186
762,32288,3115
763,87625,2071
764,67386,2099
765,58428,2687
766,67810,1529
767,34402,3889
768,17835,3037
769,76002,3028
770,3290,3442
771,69302,2296
772,12799,1641
773,16401,3073
774,59256,2599
775,97467,2423
776,17760,2136
777,38139,2158
778,99296,4680
779,20053,1272
780,75195,3449
781,23530,1236
782,45345,1724
783,37419,1467
784,37057,1884
785,66483,2535
786,73839,2197
787,83726,1638
788,71711,2127
789,67170,4233
790,40289,1439
791,71187,1536
792,68558,3351
793,57648,2534
794,68142,1644
795,84042,3637
796,81871,2084
797,2481,2029
798,30408,1646
799,7313,1715
800,33217,2366
801,15881,2239
802,59251,7729
803,42855,1830
804,92566,2888
805,80882,2359
806,58056,1784
807,69464,2136
808,1083,1444
809,95202,2609
810,65354,2945
811,44113,1927
812,87079,2393
813,75113,1372
814,8935,1337
815,96100,1942
816,58101,1468
817,21133,2040
818,93960,1778
819,85296,2344
820,82823,2023
821,96913,2409
822,85564,2262
823,12434,1996
824,7071,1943
825,14004,1820
826,76963,1669
827,63510,2157
828,6696,1618
829,96805,1227
830,13146,2196
831,65295,1500
832,4797,1752
833,98504,1759
834,30053,1663
835,59399,2825
836,23463,1290
837,33032,1751
838,20833,1831
839,26343,1823
840,81313,1312
841,30341,1486
842,30527,3004
843,4657,2819
844,53190,1602
845,36822,2053
846,1772,1451
847,64732,3436
848,86913,1709
849,81802,1895
850,78079,4211
851,62740,1998
852,46876,2500
853,8798,1792
854,46611,1274
855,51541,1284
856,27892,2082
857,73743,3561
858,56883,1617
859,59451,1459
860,25523,1941
861,13298,1585
862,24613,3432
863,56726,2315
864,65457,2199
865,51435,2148
866,10335,1822
867,52389,3012
868,9584,2344
869,71666,2934
870,93297,2520
871,40423,2489
872,60301,1643
873,14944,5778
874,70772,2777
875,34375,1220
876,33663,2315
877,70706,1274
878,76868,1823
879,4748,1621
880,2182,1534
881,46179,1408
882,1608,2507
883,72239,3411
884,69901,2137
885,65443,1362
886,57399,2328
887,21398,2477
888,4519,1476
889,83392,2125
890,17701,1513
891,34790,1853
892,80447,1953
893,28709,1492
894,30141,1718
895,50148,2527
896,87260,1744
897,47791,1402
898,88076,1599
899,42719,2296
900,77436,2208
901,54026,1370
902,95868,1208
903,65592,1987
904,86624,1397
905,41726,1297
906,83152,1446
907,90993,1773
908,4487,2309
909,46372,3869
910,92327,1401
911,89483,2129
912,79009,1230
913,41290,2079
914,36307,2039
915,75566,1205
916,45119,2757
917,4719,1921
918,19486,4932
919,71725,9976
920,35581,2797
921,85089,1412
922,81176,3403
923,79593,1487
924,72688,1844
925,93580,1638
926,71872,3094
927,35294,2068
928,45320,1793
929,36744,1935
930,39262,1264
931,90100,1271
932,40869,2424
933,63332,2072
934,72061,2090
935,39812,3163
936,47107,1858
937,61525,2347
938,28008,2330
939,88544,2219
940,55761,3865
941,88639,1362
942,7815,2024
943,37924,1462
944,46273,2739
945,85959,2065
946,26136,1243
947,2090,1551
948,56551,2859
949,87625,2275
950,24888,1450
951,41664,4580
952,68729,2367
953,84346,2408
954,64550,2697
955,35476,1747
956,18815,2509
957,928,2043
958,69127,2218
959,41671,1350
960,99807,2755
961,60603,2023
962,60590,2575
963,86006,1206
964,51635,1910
965,66501,2431
966,15228,1771
967,5818,2794
968,46149,1576
969,3564,2964
970,215,1467
971,33013,1531
972,89305,1667
973,67578,1572
974,8357,1495
975,82011,1772
976,25400,3612
977,92429,1275
978,73034,1356
979,77633,1358
980,76306,1485
981,42612,2341
982,8290,2371
983,21334,1580
984,85632,1334
985,79969,2202
986,54279,1636
987,96333,2512
988,47309,2152
989,94660,1715
990,41917,1279
991,98768,1624
992,1846,1429
993,18848,2112
994,96779,1583
995,79782,1617
996,25910,1413
997,44872,1270
998,31157,1728
999,13174,1353
1000,29356,2486
1001,28622,2310
1002,1620,2028
1003,10522,2989
1004,46879,1765
1005,90109,3733
1006,52382,2017
1007,52827,1419
1008,61863,1588
1009,94986,4929
1010,46845,2906
1011,34103,1370
1012,91693,1612
1013,25499,2783
1014,16055,1473
1015,87698,1751
1016,21546,4065
1017,35781,2022
1018,22664,2218
1019,76919,1906
1020,24189,2602
1021,90335,3726
1022,40491,1202
1023,57353,3605
1024,80734,3196
1025,46386,2990
1026,79609,5431
1027,39214,2160
1028,78583,2159
1029,55724,1557
1030,43794,2055
1031,92694,1448
1032,88560,1846
1033,64857,1960
1034,52400,1533
1035,81636,1358
1036,79651,1705
1037,4307,1423
1038,23234,1642
1039,76937,2202
1040,55625,3426
1041,84704,1957
1042,78575,2038
1043,9747,2713
1044,8906,3098
1045,25497,1491
1046,32206,2134
1047,56007,1239
1048,70635,2307
1049,92986,1572
1050,53914,1643
1051,96469,6176
1052,70676,1632
1053,41277,3018
1054,74963,2133
1055,91323,1679
1056,1497,1523
1057,56154,1353
1058,62712,1435
1059,18168,2525
1060,40160,3107
1061,49814,2079
1062,42869,1312
1063,22627,1218
1064,64870,1650
1065,23130,4646
1066,94389,1252
1067,51411,2602
1068,61438,2271
1069,49846,1389
1070,10517,1807
1071,74070,1582
1072,44420,2690
1073,60687,1838
1074,59200,2596
1075,86959,1819
1076,26469,1975
1077,30508,1500
1078,84621,1829
1079,27952,2065
1080,48726,1858
1081,2407,1659
1082,28852,9686
1083,4237,4284
1084,56508,1552
1085,42248,2732
1086,62359,1950
1087,95462,2099
1088,78946,2517
1089,61905,2766
1090,65319,3616
1091,13704,1946
1092,69992,1320
1093,52709,1690
1094,44589,1718
1095,97060,2803
1096,49059,2681
1097,13721,2489
1098,37995,1496
1099,87788,2296
1100,55354,1320
1101,7868,1865
1102,74320,2734
1103,31618,1780
1104,7734,2296
1105,13376,2927
1106,91511,1446
1107,19738,2729
1108,19232,1884
1109,75112,2952
1110,41995,2712
1111,9388,2574
1112,52392,1246
1113,69474,1425
1114,79669,1472
1115,38480,2885
1116,96529,1907
1117,64556,7700
1118,40657,2992
1119,54746,1939
1120,53440,1584
1121,23044,1478
1122,58242,1744
1123,19199,1558
1124,94383,1793
1125,65663,2648
1126,93701,3807
1127,25489,2723
1128,82799,3404
1129,11286,2495
1130,23160,2814
1131,59394,2441
1132,84118,4531
1133,28729,2883
1134,67859,1752
1135,79282,1288
1136,77658,1331
1137,7574,1733
1138,36845,1647
1139,45132,2059
1140,93404,2992
1141,84845,2185
1142,58797,2916
1143,84108,1868
1144,85508,1680
1145,8235,1419
1146,18162,2844
1147,44606,1766
1148,13046,2034
1149,43089,2219
1150,64880,2045
1151,11492,3135
1152,33915,1391
1153,54081,1265
1154,30815,2122
1155,25742,2640
1156,98227,2884
1157,9221,2134
1158,36657,2425
1159,73316,2793
1160,78483,1973
1161,59707,2981
1162,75672,2428
1163,61657,1830
1164,13305,2905
1165,75902,2339
1166,28227,1629
1167,11180,1423
1168,35302,1433
1169,74437,2384
1170,76085,1291
1171,11015,3162
1172,22288,1813
1173,34271,3420
1174,52170,1250
1175,51282,1770
1176,13514,2372
1177,82794,7553
1178,18404,1852
1179,50154,4050
1180,34771,3815
1181,35226,1941
1182,69524,3167
1183,80232,2274
1184,9356,1779
1185,62556,2499
1186,81981,2400
1187,92929,1932
1188,67222,2896
1189,87680,1293
1190,48315,2044
1191,49758,2064
1192,70561,3657
1193,8719,2758
1194,68058,3472
1195,63125,1334
1196,35091,1382
1197,7109,2590
1198,21493,1364
1199,6084,1868
1200,63634,1272
1201,55264,1844
1202,49153,1588
1203,89957,2856
1204,85103,2650
1205,4111,1269
1206,16764,1320
1207,11841,3506
1208,36276,2666
1209,69388,2761
1210,63140,3701
1211,7730,3293
1212,83094,2366
1213,64160,1595
1214,32001,1396
1215,88708,1602
1216,22320,1999
1217,12790,1475
1218,45976,1635
1219,26721,2367
1220,1686,2777
1221,35309,3322
1222,27551,2368
1223,40555,3764
1224,67853,6959
1225,9076,1680
1226,56356,2329
1227,17044,2267
1228,20517,1241
1229,97481,1389
1230,44159,2498
1231,48796,1810
1232,84580,1810
1233,46216,3692
1234,5005,1381
1235,55370,1986
1236,13465,2717
1237,48356,2637
1238,76299,3285
1239,20412,2112
1240,71596,1549
1241,80077,1446
1242,53324,2633
1243,94076,1552
1244,38378,1655
1245,39452,1533
1246,71476,2231
1247,87490,1569
1248,66731,2935
1249,79219,1368
1250,23162,1847
1251,6726,1796
1252,62338,2566
1253,39091,3020
1254,88509,1529
1255,38046,1713
1256,87840,1826
1257,82635,1591
1258,98195,1223
1259,28619,2162
1260,88046,1735
1261,95207,1544
1262,29837,3367
1263,45972,2930
1264,59449,1377
1265,2620,1747
1266,49514,1356
1267,68162,1700
1268,64648,1481
1269,62176,1355
1270,69602,2299
1271,40759,1357
1272,22189,2054
1273,83232,1729
1274,82766,1613
1275,80982,3392
1276,97744,2144
1277,62906,1210
1278,32090,1330
1279,6275,1299
1280,7612,5904
1281,50290,1984
1282,38685,3240
1283,39813,1393
1284,18955,1710
1285,42611,4159
1286,87533,2820
1287,43342,2588
1288,95969,2825
1289,37237,1585
1290,68199,1550
1291,38793,1395
1292,49963,1920
1293,84122,2024
1294,587,1652
1295,97096,1900
1296,24659,1223
1297,11222,3118
1298,36939,2647
1299,5710,2036
1300,87012,1485
1301,82851,2040
1302,76528,3383
1303,83677,1254
1304,47881,4706
1305,82237,1436
1306,37333,1933
1307,89830,1265
1308,96673,2062
1309,68756,2527
1310,97198,3039
1311,45737,1924
1312,10935,1862
1313,8358,2554
1314,10260,2750
1315,41790,1298
1316,9213,1328
1317,52247,1401
1318,64817,1966
1319,25341,1942
1320,4372,3576
1321,24068,1759
1322,95940,3189
1323,54118,3436
1324,88799,1598
1325,11019,2648
1326,59975,2167
1327,98352,6464
1328,87400,1722
1329,71061,1320
1330,48263,2373
1331,72222,2530
1332,41553,2385
1333,52429,2827
1334,92873,2894
1335,72775,3232
1336,75149,1238
1337,57215,1893
1338,96639,2728
1339,21282,1926
1340,12772,2394
1341,66078,1843
1342,44066,1241
1343,34659,2117
1344,79787,3641
1345,26616,1611
1346,23580,2087
1347,12714,1960
1348,31211,2323
1349,4442,1281
1350,32000,1562
1351,66483,1410
1352,48209,2640
1353,10939,1325
1354,91914,2988
1355,57598,2368
1356,87303,3093
1357,37133,2447
1358,99582,1690
1359,10488,3623
1360,37079,1465
1361,85866,2241
1362,99877,1432
1363,52951,2518
1364,97717,2526
1365,18485,1221
1366,234,2651
1367,50712,1234
1368,60165,2232
1369,61249,1368
1370,87571,2789
1371,31377,2560
1372,64235,1282
1373,28678,3431
1374,26559,1505
1375,14302,1537
1376,94221,3054
1377,85239,2120
1378,81599,1581
1379,42725,1234
1380,90158,1806
1381,68020,1776
1382,36696,1352
1383,8840,1713
1384,7707,3445
1385,50661,1695
1386,94854,1256
1387,71340,3325
1388,1774,3341
1389,80193,1925
1390,17785,1324
1391,2266,4292
1392,75076,1205
1393,18335,1259
1394,23748,1934
1395,78206,2247
1396,27385,2617
1397,93852,1318
1398,3946,1723
1399,99611,3440
1400,6152,1358
1401,85936,1762
1402,59174,8900
1403,54041,1665
1404,970,1901
1405,32424,1889
1406,91193,1954
1407,87501,1678
1408,24076,6174
1409,78902,1665
1410,61063,1597
1411,23516,1889
1412,56821,1637
1413,59231,1875
1414,24814,1465
1415,90977,2991
1416,35276,2067
1417,22769,1240
1418,60474,2566
1419,65969,1396
1420,48818,2427
1421,1305,1647
1422,97679,1209
1423,84005,1571
1424,86517,2806
1425,20007,1424
1426,15792,1770
1427,69155,2329
1428,88338,2723
1429,9453,1245
1430,64435,2061
1431,83139,4037
1432,1648,1575
1433,95655,2227
1434,75209,1221
1435,80309,2871
1436,13997,2590
1437,56916,1835
1438,88507,2695
1439,48340,2393
1440,24704,2064
1441,57904,1725
1442,35984,2297
1443,73864,2896
1444,58294,1760
1445,70688,2529
1446,62993,2280
1447,51110,1318
1448,58624,1403
1449,47695,1822
1450,82731,1640
1451,4705,1342
1452,10222,1249
1453,23708,1439
1454,36775,3847
1455,7445,1793
1456,82726,1327
1457,2183,3201
1458,43993,1337
1459,42987,1289
1460,79278,1232
1461,6231,1786
1462,90579,1990
1463,15592,1242
1464,66946,1455
1465,78838,1267
1466,74131,2954
1467,88281,1501
1468,95598,1253
1469,59766,1608
1470,8125,1995
1471,27577,2804
1472,95862,2012
1473,56475,3270
1474,52635,1392
1475,55905,1265
1476,96165,1726
1477,86860,1849
1478,28738,3596
1479,84018,2764
1480,81115,1866
1481,66592,1715
1482,83797,1394
1483,24894,2872
1484,83313,3836
1485,70167,1822
1486,44215,1771
1487,59705,2074
1488,28626,1907
1489,82820,3615
1490,75436,1629
1491,1969,2857
1492,81656,1302
1493,81431,1941
1494,29418,1828
1495,77671,1383
1496,49516,2249
1497,571,1866
1498,59833,2181
1499,77626,2019
1500,37958,4633
1501,70081,1763
1502,83812,2983
1503,92325,2245
1504,36137,2114
1505,32453,2202
1506,11904,3296
1507,31824,1697
1508,55392,1855
1509,160,2018
1510,96200,1909
1511,90717,1712
1512,62104,3873
1513,23441,3540
1514,66684,1712
1515,47297,2444
1516,23590,5764
1517,757,1740
1518,96911,1570
1519,55364,2734
1520,78933,1447
1521,73489,2100
1522,19374,2938
1523,5980,1530
1524,68622,1716
1525,75959,2267
1526,44235,1212
1527,23087,1339
1528,26489,1225
1529,2808,1545
1530,24306,1431
1531,10934,3655
1532,99378,2407
1533,70914,2375
1534,28798,2438
1535,51891,1707
1536,49655,4722
1537,58003,2527
1538,30967,1218
1539,4017,1380
1540,40988,1610
1541,92076,2549
1542,31322,1906
1543,17995,1705
1544,72166,1226
1545,7565,1219
1546,76594,1413
1547,14084,1742
1548,61670,1329
1549,21950,1252
1550,96771,1609
1551,38554,2799
1552,50455,1319
1553,26065,4074
1554,14209,1998
1555,78610,1560
1556,62796,1609
1557,6306,1538
1558,86445,2945
1559,77056,1482
1560,54288,1476
1561,81009,2589
1562,7791,2395
1563,33666,2973
1564,91353,1260
1565,59537,1722
1566,8128,1536
1567,97559,1770
1568,24854,3494
1569,4549,1803
1570,29142,1565
1571,8495,1691
1572,33028,2525
1573,42819,1701
1574,4551,1982
1575,89656,3007
1576,30454,2322
1577,38220,1318
1578,48266,1255
1579,51866,2253
1580,88231,1537
1581,28411,1466
1582,35098,1268
1583,39225,2350
1584,64849,2419
1585,86172,1372
1586,14246,2350
1587,52058,1684
1588,31211,1513
1589,69823,2662
1590,3803,4099
1591,74759,3330
1592,88202,1497
1593,94290,1833
1594,83581,1571
1595,90901,3211
1596,54503,2066
1597,82028,2894
1598,81058,3723
1599,46419,2176
1600,95128,3171
1601,3646,1748
1602,57448,1414
1603,97189,1447
1604,33404,1328
1605,87395,1587
1606,37094,1338
1607,24430,1382
1608,71179,2718
1609,72688,2243
1610,71416,1550
1611,89604,1351
1612,18581,1726
1613,67327,4241
1614,53541,1524
1615,74475,1304
1616,15134,3315
1617,3281,1335
1618,96925,1882
1619,57250,1941
1620,15526,3954
1621,85887,2273
1622,29064,1248
1623,12775,2695
1624,57507,1543
1625,78012,2274
1626,9668,1566
1627,86072,1452
1628,3737,1355
1629,55529,1437
1630,15843,1596
1631,86438,1432
1632,93304,1764
1633,37158,1559
1634,38486,2585
1635,58360,1339
1636,87129,1420
1637,93377,2238
1638,98132,2452
1639,82746,1628
1640,26111,1363
1641,6437,3151
1642,97300,3039
1643,33593,4453
1644,35394,2843
1645,15905,3620
1646,66115,1400
1647,46533,1709
1648,54627,1740
1649,12819,1207
1650,66140,1299
1651,94801,1343
1652,40486,1687
1653,74439,1942
1654,34149,2536
1655,75982,1201
1656,80874,3278
1657,26666,2169
1658,22381,3866
1659,31446,1708
1660,91732,4889
1661,61783,2574
1662,17039,3543
1663,58055,3033
1664,67765,1734
